,movie_name,movie_code,director_name,director_code,release_date,nation
342, 금병매 감독판,20128986,전문기,10061266,2012-08-09,홍콩
343, 나오미의 아찔한 정사,20128831,쿄우야 타다시,20121282,2012-08-09,일본
344, 러브,20128308,유승택,10053780,2012-08-09,대만
345, 스테이크 랜드,20128826,짐 믹클,20121081,2012-08-09,미국
346, 시스터 ,20127726,우슬라 마이어,20114541,2012-08-09,프랑스
347, 아메리칸 파이: 19금 동창회,20128530,존 허위츠|헤이든 쉬로스버그,10068584|10088619,2012-08-09,미국
348, 이프 유 다이,20128671,이네 살림,10090898,2012-08-09,프랑스
349, 프로젝트 님,20112501,제임스 마쉬,10064077,2012-08-09,영국
350, 여인의 숨결,20128310,이세일,10056085,2012-08-10,한국
351, 신혼부부 러브 다이어리,20128571,요코야마 카즈히로,20166386,2012-08-14,일본
352, 신혼부부 러브 다이어리2,20128570,요코야마 카즈히로,20166386,2012-08-14,일본
353, 스텝업4 : 레볼루션,20126448,스콧 스피어,20128650,2012-08-15,미국
354, 토탈 리콜,20125647,렌 와이즈먼,10015706,2012-08-15,미국
355, R2B: 리턴투베이스,20124049,김동원,10003972,2012-08-15,한국
356, 내 남친은 사이보그2,20128830,타지리 유지,10079308,2012-08-16,일본
357, 대학살의 신,20128549,로만 폴란스키,10016457,2012-08-16,프랑스
358, 아사코의 이룰 수 없는 사랑,20128829,타지리 유지,10079308,2012-08-16,일본
359," 그 시절, 우리가 좋아했던 소녀",20128588,구파도,20120722,2012-08-22,대만
360, 이웃사람,20125920,김휘,10003489,2012-08-22,한국
361, 나나나 : 여배우 민낯 프로젝트,20113568,부지영|김꽃비|서영주|양은용,10031684|10003756|20111065|10047032,2012-08-23,한국
362, 레드라이트,20128272,로드리고 코르테스,20115532,2012-08-23,스페인
363, 모든 것은 벗는 것으로 시작됐다,20129088,나카마치 사쿠,20166000,2012-08-23,일본
364, 제이니 존스,20128606,데이빗 M. 로젠탈,20120802,2012-08-23,미국
365, 카지노를 털어라,20129090,에두아르드 코르테스,20121451,2012-08-23,스페인
366, 히스테리아,20128474,타니아 웩슬러,20120641,2012-08-23,영국
367, 5쿼터,20126386,릭 바이버,10020715,2012-08-23,미국
368, 90분,20127627,박선욱,20110765,2012-08-23,한국
369, 공모자들,20124063,김홍선,20125826,2012-08-29,한국
370, 락 앤 러브,20126622,데이빗 맥킨지,10011784,2012-08-30,영국
371, 링컨: 뱀파이어 헌터,20125338,티무르 베크맘베토브,10081588,2012-08-30,미국
372, 메가샤크VS크로코사우러스,20129256,크리스토퍼 레이,20120079,2012-08-30,미국
373, 미운오리새끼,20124046,곽경택,10001931,2012-08-30,한국
374, 베스트러브 그리고 정사,20129313,카타오카 슈지,20115338,2012-08-30,일본
375, 벨 아미,20125346,데클란 도넬란|닉 오머로드,20127579|20127580,2012-08-30,영국
376, 영건 탐정사무소,20127386,오영두,10050570,2012-08-30,한국
377, 카즈미-바디미션,20129312,와타베 세이치,20166397,2012-08-30,일본
378, 코드,20128672,미미 레더,10027082,2012-08-30,미국
379, 플라토닉섹스,20018577,마츠우라 마사코,20132557,2012-08-30,일본
380, 피나,20128306,빔 벤더스,10033736,2012-08-30,독일
381, 훌리오와 에밀리아,20128688,크리스티안 히메네즈,20121006,2012-08-30,칠레
382, 577 프로젝트,20128271,이근우,20113255,2012-08-30,한국
383, 꽃과 나비,20129231,카나자와 카츠지,20165920,2012-09-01,일본
384, 여교사의 비밀애,20127567,코우야 타다시,20166403,2012-09-01,일본
385, 여비서의 불륜,20129311,교우야 타다시,20166396,2012-09-01,일본
386, 위험한 유혹,20129310,이사카와 히토시,20166394,2012-09-01,일본
387, 에르나니,20124370,피에그 루이기 사마라타니,20166596,2012-09-04,미국
388, 다니엘 바렌보임과 서동시집 오케스트라,20090623,파울 슈마츠니,20115456,2012-09-06,독일
389, 더 레이디,20112932,뤽 베송,10019011,2012-09-06,프랑스
390, 도깅 : 공개섹스,20129473,사이몬 엘리스,20165924,2012-09-06,영국
391, 본 레거시,20126409,토니 길로이,10080032,2012-09-06,미국
392, 오페라의 유령 2 : 러브 네버 다이,20128531,브렛 설리반|사이몬 필립스,20165922|20165923,2012-09-06,미국
393, 웨딩스캔들,20128707,신동엽,20111176,2012-09-06,한국
394, 익스펜더블 2,20128143,사이먼 웨스트,10034365,2012-09-06,미국
395, 지상의 별처럼,20124530,아미르 칸|아몰 굽트,10042001|20127325,2012-09-06,인도
396, 청포도 사탕: 17년 전의 약속,20124013,김희정,10006553,2012-09-06,한국
397, 피에타,20124934,김기덕,10003696,2012-09-06,한국
398, 호타루의 빛,20128976,요시노 히로시,20121341,2012-09-06,일본
399, 휴먼 컨트랙트,20129646,제이다 핀켓 스미스,10063499,2012-09-06,미국
400, SP우먼,20129627,유호 히토시,20166401,2012-09-10,일본
401," 광해, 왕이 된 남자",20124079,추창민,10072983,2012-09-13,한국
402, 늑대아이,20127494,호소다 마모루,10089218,2012-09-13,일본
403, 더 트리,20127629,줄리 베르투첼리,10069331,2012-09-13,프랑스
404, 도주왕,20129476,알랭 기로디,10044332,2012-09-13,프랑스
405, 레지던트 이블 5 : 최후의 심판,20127401,폴 W.S. 앤더슨,10083986,2012-09-13,미국
406, 사랑을 말하다,20129713,전화성,20112210,2012-09-13,한국
407, 사소리외전,20129628,후지와라 켄이치,10090660,2012-09-13,일본
408, 손오공: 돌원숭이의 탄생,20128977,스기노 아키오|후미히로 요시무라,20121361|20121362,2012-09-13,일본
409, 엘 불리: 요리는 진행 중,20113247,게레온 베첼,20121456,2012-09-13,독일
410, 인시디어스,20127446,제임스 완,10064265,2012-09-13,미국
411, 투 올드 힙합 키드,20113567,정대건,20121201,2012-09-13,한국
412, 퍼펙트 바디라인,20129629,코우야 타다시,20166403,2012-09-13,일본
413, 한경직,20129089,천정훈,20121461,2012-09-13,한국
414, 화이팅 패밀리,20124929,김성호|구상범|구상범|김성호,10004652|10002161|10002161|10004652,2012-09-13,한국
415, Mr.스타벅,20127508,켄 스콧,20121466,2012-09-13,캐나다
416, 쾌락지구,20120022,전국위,20166323,2012-09-17,홍콩
417, 간첩,20124400,우민호,20111283,2012-09-20,한국
418, 감각의제국 파이널,20120023,아이조메 쿄코,20126361,2012-09-20,일본
419, 대재앙,20129676,미초 루타르,20165940,2012-09-20,미국
420, 라폴로니드 : 관용의집,20129788,베르트랑 보넬로,10030888,2012-09-20,프랑스
421, 런던 블러바드,20125306,윌리엄 모나한,10053138,2012-09-20,미국
422, 럼 다이어리,20129046,브루스 로빈슨,10032444,2012-09-20,미국
423, 욕정의 맛,20120025,반원량,20166325,2012-09-20,홍콩
424, 이탈리아 횡단밴드,20126623,로코 파팔레오,10017892,2012-09-20,이탈리아
425, 차가운 열대어,20128566,소노 시온,10036571,2012-09-20,일본
426, 테드: 황금도시 파이티티를 찾아서,20129092,엔리케 가토,20121462,2012-09-20,스페인
427, 화벽,20129287,진가상,10070381,2012-09-20,중국
428, 블라인드맨,20120152,자비에 팔뤼,10059224,2012-09-24,프랑스
429, 조루란 시시하다,20120342,요시다 코우다,20124042,2012-09-26,일본
430, 그녀에 대해 알고있는 모든것,20120041,이즈치 키슈,20166340,2012-09-27,일본
431, 깔깔깔 희망버스,20126011,이수정,10056156,2012-09-27,한국
432, 나이트폴,20128832,주현량,20121141,2012-09-27,홍콩
433, 마흔네살의 숫총각,20120282,이마오카 신지,10055307,2012-09-27,일본
434, 메리다와 마법의 숲,20127634,마크 앤드류스|브렌다 채프먼,10024292|10032229,2012-09-27,미국
435, 바이럴 팩터,20129587,임초현,10058863,2012-09-27,홍콩
436, 섹스 주식회사,20120101,K. 애셔 레빈,20125396,2012-09-27,미국
437, 스시 장인: 지로의 꿈,20129286,데이빗 겔브,20121702,2012-09-27,미국
438, 우디 앨런 : 우리가 몰랐던 이야기 ,20129726,로버트 B. 웨이드,10017159,2012-09-27,미국
439, 우리도 사랑일까,20129260,사라 폴리,10033979,2012-09-27,캐나다
440, 테이큰 2,20128447,올리비에 메가턴,10051267,2012-09-27,프랑스
441, 플래쉬운즈,20120403,댄 가르시아,20124183,2012-09-27,미국
442, 19곰 테드,20129166,세스 맥팔레인,10036152,2012-09-27,미국
443, 익스트림 No.13,20129227,겔라 바블루아니,10064945,2012-10-03,미국
444, 점쟁이들,20113887,신정원,10040587,2012-10-03,한국
445, 천재 사기꾼 돈: 세상을 속여라,20129366,파르한 악타르,20121722,2012-10-03,인도
446, 끌로끌로,20129866,플로렝 에밀리오 시리,10085239,2012-10-04,프랑스
447, 마농,20124372,로랑 펠리,20166546,2012-10-04,미국
448, 체인징사이드: 부부탐구생활,20088691,파스칼 포자두,20129472,2012-10-04,프랑스
449, 보디가드,20120242,시디끄,20166342,2012-10-05,인도
450, 스티브잡스:미래를 읽는 천재,20120341,타라 퍼니아,20124306,2012-10-10,미국
451, 가출소녀와 스토커,20120462,이케다 치히로,10057835,2012-10-11,일본
452, 닌자보이 란타로 : 삼총사의 대모험 ,20128866,코바야시 츠네오,10076312,2012-10-11,일본
453, 루퍼,20128270,라이언 존슨,10019762,2012-10-11,미국
454, 사랑의 침묵 ,20129446,마이클 화이트,10023690,2012-10-11,영국
455, 서칭 포 슈가맨,20128746,말릭 벤젠룰,20121121,2012-10-11,스웨덴
456, 세컨드라도 좋아,20120461,요시다 료코,10051736,2012-10-11,일본
457, 스타: 빛나는 사랑,20120181,한상희,10087516,2012-10-11,한국
458, 에스엠타운 라이브인도쿄스페셜에디션3D,20120561,유호진,20131535,2012-10-11,한국
459, 엘르,20129886,마우고시카 슈모프스카,10022543,2012-10-11,프랑스
460, 위험한 관계,20129626,허진호,10088463,2012-10-11,중국
461, 프랑켄위니,20129766,팀 버튼,10081788,2012-10-11,미국
462, 하나안,20111879,박루슬란,10028585,2012-10-11,한국
463, 회사원,20113886,임상윤,20125795,2012-10-11,한국
464, 로우리스: 나쁜 영웅들,20129407,존 힐코트,10068634,2012-10-18,미국
465, 맥코리아,20129806,김형렬,20123862,2012-10-18,한국
466, 미쓰 마마,20111898,백연아,10030335,2012-10-18,한국
467, 아기 거북 토토의 바다 대모험,20120429,닉 스트링거,20131539,2012-10-18,영국
468, 용의자X,20124057,방은진,10029969,2012-10-18,한국
469, 우주전쟁2:넥스트웨이브  ,20121243,토마스 하우엘,10080555,2012-10-18,미국
470, 위대한 비행,20120261,진재운,20123863,2012-10-18,한국
471, 인피니트 콘서트 세컨드 인베이전 에볼루션 더 무비 3D,20129146,손석,20111906,2012-10-18,한국
472, 조조-황제의 반란,20120021,조림산,20122789,2012-10-18,중국
473, MB의 추억,20120541,김재환,20113064,2012-10-18,한국
474, 라 트라비아타,20124373,윌리 데커,20166597,2012-10-23,미국
475, 핏불테리아,20121222,고명안,10001570,2012-10-23,한국
476, 강철대오:구국의 철가방,20124070,육상효,10054185,2012-10-25,한국
477, 롱 폴링 ,20129789,마르탱 프로보스트,10021627,2012-10-25,프랑스
478, 맛있는불륜-택시,20121242,이숭환,10056203,2012-10-25,한국
479, 바비,20112791,이상우,20111446,2012-10-25,한국
480, 부귀영화,20125289,인진미,10058362,2012-10-25,한국
481, 비정한 도시 감독판,20121241,김문흠,10004121,2012-10-25,한국
482, 아이언 스카이,20120221,티모 부오렌솔라,10081513,2012-10-25,핀란드
483, 전망 좋은 집,20126581,이수성,10056145,2012-10-25,한국
484, 파라노말 액티비티4,20129079,아리엘 슐만|헨리 유스트,20114692|20114691,2012-10-25,미국
485, 퍼스트 포지션,20120182,베스 카그맨,20123138,2012-10-25,미국
486, 007 스카이폴,20113461,샘 멘데스,10034966,2012-10-26,미국
487, 늑대소년,20124054,조성희,10065952,2012-10-31,한국
488, 복숭아나무,20124917,구혜선,10002274,2012-10-31,한국
489, 아르고,20129790,벤 애플렉,10031156,2012-10-31,미국
490, 파괴자들,20120127,올리버 스톤,10051184,2012-10-31,미국
491," 고,보이즈!:마지막 잎새 사수 프로젝트",20127106,하나부사 츠토무,20127909,2012-11-01,일본
492, 나쁜 피,20128506,강효진,10000970,2012-11-01,한국
493, 라잇 온 미,20126615,아이라 잭스,10042419,2012-11-01,미국
494, 마린스키 발레 지젤 3D,20120684,발레리 게르기예프,20131274,2012-11-01,러시아
495, 반딧불 언덕에서,20121068,우다 고노스케,10052014,2012-11-01,일본
496, 포 러버즈,20121067,앙토니 코르디에,10045440,2012-11-01,프랑스
497, 맛있는 스캔들,20121742,이세일,10056085,2012-11-02,한국
498, 화이트 카오스,20121618,아리엘 브로멘,10041797,2012-11-03,미국
499, 가족시네마,20121421,신수원|이수연|김성호|홍지영,10040434|10056147|10004652|10089855,2012-11-08,한국
500, 나우이즈굿 ,20120362,올 파커,10051071,2012-11-08,영국
501, 내가 살인범이다,20124075,정병길,10061761,2012-11-08,한국
502, 리틀 제이콥,20129115,유형,20121474,2012-11-08,한국
503, 메가 피라냐,20121616,에릭 포스버그,20146812,2012-11-08,미국
504, 밀림의 왕자 레오2,20120942,타케우치 요시오,20133960,2012-11-08,일본
505, 방과 후 미드나이터즈,20121642,타케키요 히토시,20139300,2012-11-08,일본
506, 비지터,20081818,토마스 맥카시,10080439,2012-11-08,미국
507, 업사이드 다운,20120562,후안 디에고 솔라나스,10090520,2012-11-08,캐나다
508, 외사경찰,20120465,호리키리조노 켄타로,20124963,2012-11-08,일본
509, 전망 좋은 방-밀애,20121941,이숭환,10056203,2012-11-08,한국
510, 터치,20125446,민병훈,10027804,2012-11-08,한국
511, 카르멘,20121601,안드리스 넬슨스,20144997,2012-11-10,독일
512, 극장판 전국 바사라,20112828,노무라 카즈야,20149760,2012-11-15,일본
513, 금지된 섹스 불륜2,20122025,이숭환,10056203,2012-11-15,한국
514, 남쪽으로 간다,20121072,이송희일,10056129,2012-11-15,한국
515, 내가 고백을 하면,20120107,조성규,10065915,2012-11-15,한국
516, 드레곤 레전드,20121785,마크 앳킨스,10024294,2012-11-15,미국
517, 백야,20126001,이송희일,10056129,2012-11-15,한국
518, 브레이킹 던 part2,20126469,빌 콘돈,10033573,2012-11-15,미국
519, 살인소설,20120421,스콧 데릭슨,10038217,2012-11-15,미국
520, 수목장,20121065,박광춘,10028466,2012-11-15,한국
521, 심플 리벤지,20121783,브라이언 에이브릴,20142592,2012-11-15,미국
522, 유리의 여신2,20122028,칸바라 이구토,20166512,2012-11-15,일본
523, 자칼이 온다,20126089,배형준,10030256,2012-11-15,한국
524, 하이크,20122102,루퍼트 브라이언,20147534,2012-11-15,미국
525, 개들의 전쟁,20121550,조병옥,20137046,2012-11-22,한국
526, 남영동1985,20127546,정지영,10062253,2012-11-22,한국
527, 당신은 아직 아무것도 보지 못했다,20121862,알랭 레네,10044342,2012-11-22,프랑스
528, 돈 크라이 마미,20124348,김용한,10005148,2012-11-22,한국
529," 맛있는 섹스, 맛있는 상상",20122449,이숭환,10056203,2012-11-22,한국
530, 반드시 크게 들을 것 2 : Wild Days,20128609,백승화,10030331,2012-11-22,한국
531, 범죄소년,20124060,강이관,10000818,2012-11-22,한국
532, 볼케이노: 삶의 전환점에 선 남자,20128886,루나 루나슨,20121271,2012-11-22,아이슬란드
533, 사이에서,20121602,어일선|민두식,10047273|10027782,2012-11-22,한국
534, 심플 라이프,20121095,허안화,10088392,2012-11-22,홍콩
535, 아이디: 에이,20125807,크리스티안 E.크리스티안센,20135731,2012-11-22,덴마크
536, 유신의 추억-다카키 마사오의 전성시대,20122201,이정황|김무삼|김태균,10057335|20180259|20181568,2012-11-22,한국
537, 지저스 크라이스트 슈퍼스타,20121821,로렌스 코너,10016291,2012-11-22,미국
538, 철가방 우수氏,20120430,윤학렬,10054571,2012-11-22,한국
539, 칸나누나의 비밀일기1,20122450,토모마치 나오유키,10080621,2012-11-22,일본
540, 토끼와 거북이 패밀리가 떴다,20122350,하워드 베이커,10087121,2012-11-22,미국
541, 트랜짓,20121397,안토니오 니그렛,20136489,2012-11-22,미국
542, AV스타납치사건,20122524,김춘찬,20166516,2012-11-22,한국
543, 가디언즈,20126407,피터 램지,20125575,2012-11-29,미국
544, 내 인생의 마지막 변화구 ,20121281,로버트 로렌즈,10016607,2012-11-29,미국
